報告数・定点当り報告数、疾病・週・都道府県・性別（１週から当該週までの報告数・定点当たり報告数とそれらの累積）(総数),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023年31週(07月31日～08月06日),2023年08月09日作成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
インフルエンザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週,20週,20週,21週,21週,22週,22週,23週,23週,24週,24週,25週,25週,26週,26週,27週,27週,28週,28週,29週,29週,30週,30週,31週,31週
兵庫県,26037,203.41,424,3.26,732,5.67,1127,8.74,1136,8.81,1301,10.09,1185,9.19,1202,9.32,1045,8.1,1155,8.95,1056,8.19,930,7.21,718,5.57,656,5.05,635,4.92,778,6.03,873,6.77,802,6.27,620,4.88,926,7.18,1057,8.19,1048,8.12,956,7.41,920,7.13,787,6.1,742,5.75,664,5.15,630,4.88,543,4.21,481,3.73,457,3.54,451,3.5
奈良県,5531,162.68,70,2.06,153,4.5,169,4.97,169,4.97,216,6.35,189,5.56,241,7.09,235,6.91,256,7.53,245,7.21,247,7.26,193,5.68,154,4.53,174,5.12,168,4.94,196,5.76,194,5.71,120,3.53,240,7.06,255,7.5,226,6.65,236,6.94,170,5,189,5.56,180,5.29,91,2.68,125,3.68,136,4,93,2.74,97,2.85,104,3.06
和歌山県,3748,124.93,62,2.07,99,3.3,138,4.6,134,4.47,182,6.07,170,5.67,155,5.17,129,4.3,141,4.7,126,4.2,120,4,119,3.97,106,3.53,120,4,143,4.77,154,5.13,193,6.43,82,2.73,139,4.63,140,4.67,152,5.07,137,4.57,136,4.53,111,3.7,100,3.33,88,2.93,72,2.4,77,2.57,59,1.97,97,3.23,67,2.23
鳥取県,4274,224.95,41,2.16,82,4.32,102,5.37,145,7.63,152,8,156,8.21,152,8,161,8.47,179,9.42,171,9,189,9.95,175,9.21,150,7.89,148,7.79,179,9.42,192,10.11,179,9.42,123,6.47,164,8.63,170,8.95,165,8.68,153,8.05,129,6.79,159,8.37,126,6.63,104,5.47,106,5.58,92,4.84,79,4.16,69,3.63,82,4.32
島根県,4039,175.61,53,2.3,101,4.39,181,7.87,175,7.61,190,8.26,200,8.7,223,9.7,207,9,165,7.17,161,7,112,4.87,77,3.35,82,3.57,72,3.13,120,5.22,169,7.35,116,5.04,94,4.09,120,5.22,144,6.26,130,5.65,140,6.09,123,5.35,123,5.35,119,5.17,126,5.48,134,5.83,102,4.43,93,4.04,99,4.3,88,3.83
岡山県,8552,158.37,266,4.93,373,6.91,529,9.8,413,7.65,395,7.31,385,7.13,384,7.11,260,4.81,242,4.48,250,4.63,216,4,209,3.87,165,3.06,218,4.04,193,3.57,231,4.28,306,5.67,246,4.56,264,4.89,311,5.76,317,5.87,339,6.28,344,6.37,253,4.69,258,4.78,231,4.28,224,4.15,195,3.61,198,3.67,173,3.2,164,3.04
広島県,12145,171.06,399,5.62,611,8.49,748,10.39,647,8.99,695,9.65,595,8.26,596,8.28,454,6.31,470,6.53,462,6.42,360,5,284,3.94,239,3.32,225,3.13,266,3.69,327,4.54,279,3.88,220,3.06,299,4.21,414,5.83,390,5.49,370,5.21,411,5.79,362,5.1,339,4.77,357,5.1,285,4.07,292,4.17,264,3.77,252,3.6,233,3.38
山口県,7615,177.09,143,3.18,242,5.38,302,6.71,310,6.89,429,9.53,533,11.84,454,10.09,465,10.33,371,8.24,347,7.71,256,5.69,218,4.84,193,4.29,126,2.8,172,4,169,3.93,201,4.67,140,3.26,200,4.65,233,5.42,194,4.51,249,5.79,314,7.3,259,6.02,186,4.33,196,4.56,145,3.37,171,3.98,121,2.81,153,3.56,123,2.86
徳島県,3454,150.17,101,4.39,126,5.48,172,7.48,133,5.78,166,7.22,183,7.96,166,7.22,149,6.48,170,7.39,138,6,142,6.17,109,4.74,114,4.96,74,3.22,101,4.39,131,5.7,108,4.7,73,3.17,115,5,100,4.35,119,5.17,86,3.74,89,3.87,99,4.3,97,4.22,74,3.22,79,3.43,59,2.57,48,2.09,65,2.83,68,2.96
香川県,6400,228.57,209,7.46,297,10.61,427,15.25,351,12.54,427,15.25,317,11.32,284,10.14,217,7.75,213,7.61,184,6.57,124,4.43,145,5.18,166,5.93,163,5.82,154,5.5,163,5.82,182,6.5,153,5.46,192,6.86,244,8.71,225,8.04,231,8.25,215,7.68,205,7.32,146,5.21,193,6.89,149,5.32,121,4.32,95,3.39,89,3.18,119,4.25
愛媛県,9442,262.28,161,4.35,291,7.86,403,10.89,350,9.46,442,11.95,387,10.46,649,17.54,513,13.86,510,13.78,444,12,384,10.38,314,8.49,208,5.78,210,5.68,258,6.97,282,7.62,242,6.54,151,4.08,275,7.43,327,8.84,293,7.92,343,9.27,304,8.22,264,7.14,257,6.95,225,6.08,210,5.68,217,5.86,168,4.54,200,5.41,160,4.32
高知県,3032,116.62,102,3.78,118,4.37,182,6.74,188,6.96,228,8.44,219,8.11,182,6.74,158,5.85,169,6.26,158,5.85,104,3.85,78,2.89,51,1.89,51,1.89,32,1.19,63,2.33,54,2,54,2,52,2,90,3.46,100,3.85,69,2.65,54,2.08,78,3,61,2.35,63,2.42,67,2.58,53,2.04,54,2.08,47,1.81,53,2.04
福岡県,21557,179.64,532,4.43,698,5.82,825,6.88,635,5.29,772,6.43,734,6.12,871,7.26,678,5.65,805,6.71,821,6.84,770,6.42,621,5.18,495,4.13,519,4.33,548,4.57,715,5.96,711,5.93,432,3.6,764,6.37,920,7.67,962,8.02,858,7.15,836,6.97,841,7.01,823,6.86,694,5.78,620,5.17,623,5.19,480,4,496,4.13,458,3.82
佐賀県,2140,93.04,48,2.09,52,2.26,67,2.91,65,2.83,59,2.57,75,3.26,94,4.09,84,3.65,104,4.52,112,4.87,70,3.04,67,2.91,63,2.74,67,2.91,85,3.7,103,4.48,100,4.35,31,1.35,92,4,77,3.35,127,5.52,74,3.22,58,2.52,56,2.43,51,2.22,48,2.09,38,1.65,55,2.39,36,1.57,51,2.22,31,1.35
長崎県,4304,97.82,142,3.23,186,4.23,254,5.77,220,5,202,4.59,235,5.34,204,4.64,152,3.45,165,3.75,141,3.2,122,2.77,132,3,102,2.32,104,2.36,144,3.27,135,3.07,132,3,89,2.02,116,2.64,141,3.2,136,3.09,163,3.7,126,2.86,93,2.11,114,2.59,101,2.3,110,2.5,103,2.34,77,1.75,99,2.25,64,1.45
熊本県,9352,190.86,233,4.66,335,6.7,352,7.04,295,5.9,325,6.5,351,7.02,330,6.6,283,5.66,284,5.68,311,6.22,255,5.1,204,4.16,168,3.43,182,3.79,212,4.51,230,4.79,208,4.24,167,3.34,288,5.76,374,7.48,355,7.1,429,8.76,545,10.9,467,9.34,388,7.76,394,7.88,357,7.29,331,6.62,257,5.14,193,3.86,249,4.98
大分県,11586,321.83,204,5.67,257,7.14,393,10.92,390,10.83,492,13.67,519,14.42,431,11.97,447,12.42,420,11.67,508,14.11,459,12.75,377,10.47,299,8.31,343,9.53,368,10.22,416,11.56,452,12.56,358,9.94,416,11.56,455,12.64,468,13,443,12.31,393,10.92,358,9.94,330,9.17,289,8.03,292,8.11,255,7.08,252,7,273,7.58,229,6.36
宮崎県,9340,266.86,175,4.86,292,8.11,409,11.69,439,12.19,488,13.56,500,13.89,521,14.47,437,12.14,379,10.53,341,9.47,308,8.56,283,7.86,252,7,294,8.17,372,10.33,355,9.86,362,10.34,218,6.06,277,7.69,322,8.94,237,6.58,274,7.61,246,6.83,234,6.5,248,6.89,211,5.86,196,5.44,164,4.56,129,3.58,192,5.33,185,5.14
鹿児島県,10550,199.06,184,3.41,272,5.04,445,8.24,423,7.83,551,10.2,536,9.93,468,8.67,461,8.54,475,8.8,579,10.72,565,10.46,379,7.02,262,5.04,317,5.98,356,6.72,389,7.34,358,6.75,238,4.49,368,6.94,360,6.79,387,7.3,344,6.49,270,5.09,264,4.98,203,3.83,197,3.72,193,3.64,228,4.3,137,2.58,170,3.21,171,3.23
沖縄県,2327,75.06,36,1.09,56,1.7,52,1.58,61,1.85,45,1.36,54,1.69,48,1.5,50,1.56,53,1.66,73,2.28,75,2.34,50,1.56,57,1.73,77,2.33,93,2.91,78,2.44,112,3.5,108,3.48,97,3.13,143,4.61,106,3.42,97,3.13,103,3.32,91,2.94,80,2.58,66,2.13,54,1.74,85,2.74,74,2.39,94,3.03,59,1.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
水痘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,総数,総数,01週,01週,02週,02週,03週,03週,04週,04週,05週,05週,06週,06週,07週,07週,08週,08週,09週,09週,10週,10週,11週,11週,12週,12週,13週,13週,14週,14週,15週,15週,16週,16週,17週,17週,18週,18週,19週,19週,20週,20週,21週,21週,22週,22週,23週,23週,24週,24週,25週,25週,26週,26週,27週,27週,28週,28週,29週,29週,30週,30週,31週,31週
,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当,報告,定当
総数,8882,2.83,274,0.09,267,0.08,234,0.07,230,0.07,205,0.06,185,0.06,251,0.08,199,0.06,203,0.06,186,0.06,238,0.08,225,0.07,239,0.08,302,0.1,283,0.09,271,0.09,283,0.09,229,0.07,344,0.11,312,0.1,397,0.13,346,0.11,397,0.13,401,0.13,418,0.13,325,0.1,374,0.12,311,0.1,349,0.11,299,0.1,305,0.1
北海道,473,3.43,23,0.17,20,0.14,22,0.16,13,0.09,9,0.06,12,0.09,25,0.18,6,0.04,22,0.16,16,0.12,12,0.09,22,0.16,12,0.09,15,0.11,9,0.06,8,0.06,16,0.11,5,0.04,14,0.1,13,0.09,6,0.04,13,0.09,9,0.07,37,0.27,14,0.1,22,0.16,19,0.14,21,0.15,9,0.07,15,0.11,14,0.1
青森県,67,1.68,2,0.05,0,0,0,0,0,0,7,0.17,0,0,2,0.05,4,0.1,4,0.1,7,0.17,1,0.02,0,0,3,0.07,2,0.05,2,0.05,0,0,1,0.03,3,0.08,1,0.03,1,0.03,1,0.03,3,0.08,2,0.05,4,0.11,4,0.11,2,0.05,3,0.08,2,0.05,1,0.03,2,0.05,3,0.08
岩手県,70,1.79,1,0.03,3,0.08,0,0,2,0.05,1,0.03,0,0,1,0.03,1,0.03,1,0.03,2,0.05,2,0.05,3,0.08,2,0.05,2,0.05,1,0.03,0,0,5,0.13,4,0.1,2,0.05,2,0.05,3,0.08,4,0.1,2,0.05,3,0.08,4,0.1,3,0.08,6,0.15,1,0.03,3,0.08,1,0.03,5,0.13
宮城県,152,2.71,3,0.05,7,0.12,9,0.16,3,0.05,2,0.03,2,0.03,1,0.02,8,0.14,2,0.03,5,0.09,1,0.02,3,0.05,2,0.03,3,0.05,3,0.05,2,0.04,6,0.11,4,0.07,8,0.15,7,0.13,7,0.13,6,0.11,12,0.22,8,0.15,8,0.15,7,0.13,7,0.13,5,0.09,2,0.04,1,0.02,8,0.15
秋田県,85,2.58,2,0.06,3,0.09,1,0.03,1,0.03,1,0.03,1,0.03,2,0.06,4,0.12,2,0.06,6,0.18,3,0.09,0,0,5,0.15,1,0.03,3,0.09,1,0.03,0,0,5,0.15,4,0.12,2,0.06,4,0.12,3,0.09,9,0.26,5,0.15,5,0.15,2,0.06,5,0.15,0,0,2,0.06,2,0.06,1,0.03
山形県,71,2.54,6,0.21,2,0.07,0,0,1,0.03,3,0.1,0,0,3,0.1,0,0,4,0.14,0,0,4,0.14,3,0.1,2,0.07,2,0.07,2,0.07,2,0.07,4,0.14,1,0.04,1,0.04,4,0.14,3,0.11,9,0.32,1,0.04,3,0.11,0,0,0,0,3,0.11,2,0.07,2,0.07,3,0.11,1,0.04
福島県,102,2.08,4,0.08,2,0.04,1,0.02,1,0.02,1,0.02,2,0.04,3,0.06,0,0,2,0.04,1,0.02,2,0.04,2,0.04,1,0.02,2,0.04,2,0.04,3,0.06,6,0.12,3,0.06,1,0.02,6,0.12,7,0.14,6,0.12,5,0.1,4,0.08,9,0.18,6,0.12,4,0.08,1,0.02,7,0.14,3,0.06,5,0.1
茨城県,213,2.84,3,0.04,4,0.05,4,0.05,4,0.05,3,0.04,0,0,1,0.01,5,0.07,4,0.05,6,0.08,6,0.08,2,0.03,1,0.01,6,0.08,6,0.08,12,0.16,15,0.19,9,0.12,10,0.13,2,0.03,13,0.17,7,0.09,14,0.19,5,0.07,8,0.11,11,0.15,16,0.21,13,0.17,5,0.07,8,0.11,10,0.13
栃木県,103,2.15,3,0.06,4,0.08,4,0.08,2,0.04,2,0.04,4,0.08,3,0.06,3,0.06,4,0.08,1,0.02,4,0.08,1,0.02,4,0.08,6,0.13,8,0.17,6,0.13,1,0.02,1,0.02,1,0.02,1,0.02,3,0.06,10,0.21,4,0.08,6,0.13,4,0.08,4,0.08,5,0.1,0,0,1,0.02,1,0.02,2,0.04
群馬県,172,3.25,3,0.06,4,0.08,2,0.04,11,0.21,5,0.09,10,0.19,7,0.13,9,0.17,13,0.25,1,0.02,7,0.13,1,0.02,0,0,6,0.11,6,0.11,1,0.02,3,0.06,5,0.09,4,0.07,8,0.15,3,0.06,7,0.13,8,0.15,8,0.15,4,0.07,6,0.11,4,0.07,6,0.11,6,0.11,7,0.13,7,0.13
埼玉県,720,4.47,17,0.11,13,0.08,5,0.03,16,0.1,13,0.08,20,0.12,21,0.13,12,0.07,18,0.11,14,0.09,18,0.11,21,0.13,19,0.12,36,0.22,12,0.07,20,0.12,8,0.05,18,0.11,24,0.15,21,0.13,33,0.2,35,0.21,47,0.29,32,0.2,56,0.34,28,0.17,38,0.23,22,0.14,35,0.21,29,0.18,19,0.12
千葉県,344,2.67,20,0.16,10,0.08,12,0.09,8,0.06,8,0.06,11,0.08,10,0.08,11,0.08,4,0.03,9,0.07,10,0.08,12,0.09,16,0.12,12,0.09,17,0.13,4,0.03,15,0.12,6,0.05,5,0.04,11,0.09,11,0.09,9,0.07,25,0.2,12,0.09,15,0.12,10,0.08,5,0.04,8,0.06,18,0.14,13,0.1,7,0.05
東京都,863,3.33,24,0.09,18,0.07,22,0.08,23,0.09,22,0.08,12,0.05,24,0.09,11,0.04,12,0.05,13,0.05,37,0.14,20,0.08,29,0.11,31,0.12,27,0.1,23,0.09,29,0.11,24,0.09,49,0.19,33,0.13,46,0.18,39,0.15,25,0.1,34,0.13,48,0.18,27,0.1,35,0.13,31,0.12,39,0.15,28,0.11,28,0.11
神奈川県,580,2.54,16,0.07,16,0.07,11,0.05,11,0.05,6,0.03,10,0.04,11,0.05,17,0.07,7,0.03,8,0.04,4,0.02,9,0.04,7,0.03,33,0.15,24,0.11,12,0.05,10,0.04,11,0.05,23,0.1,21,0.09,38,0.17,28,0.12,29,0.13,28,0.12,42,0.18,35,0.15,20,0.09,29,0.12,20,0.09,24,0.1,20,0.09
新潟県,150,2.78,4,0.07,2,0.04,1,0.02,4,0.07,7,0.13,2,0.04,6,0.11,2,0.04,6,0.11,1,0.02,10,0.18,2,0.04,5,0.09,3,0.06,5,0.09,6,0.11,3,0.06,1,0.02,4,0.07,5,0.09,4,0.07,5,0.09,5,0.09,6,0.11,9,0.17,2,0.04,7,0.13,4,0.07,11,0.2,10,0.19,8,0.15
富山県,109,3.76,1,0.03,1,0.03,0,0,6,0.21,2,0.07,4,0.14,4,0.14,5,0.17,2,0.07,2,0.07,3,0.1,2,0.07,2,0.07,2,0.07,4,0.14,1,0.03,6,0.21,0,0,6,0.21,11,0.38,7,0.24,3,0.1,10,0.34,3,0.1,3,0.1,5,0.17,2,0.07,2,0.07,1,0.03,3,0.1,6,0.21
石川県,83,2.86,4,0.14,2,0.07,2,0.07,1,0.03,3,0.1,1,0.03,5,0.17,3,0.1,4,0.14,2,0.07,3,0.1,3,0.1,4,0.14,0,0,1,0.03,2,0.07,0,0,1,0.03,0,0,3,0.1,5,0.17,2,0.07,1,0.03,2,0.07,3,0.1,5,0.17,10,0.34,4,0.14,0,0,6,0.21,1,0.03
福井県,123,5.35,2,0.09,9,0.39,10,0.43,5,0.22,4,0.17,3,0.13,0,0,3,0.13,2,0.09,4,0.17,6,0.26,3,0.13,2,0.09,2,0.09,4,0.17,2,0.09,5,0.22,0,0,3,0.12,4,0.16,4,0.16,13,0.52,2,0.08,9,0.36,5,0.2,2,0.08,5,0.2,1,0.04,6,0.24,1,0.04,2,0.08
山梨県,34,1.42,0,0,0,0,0,0,0,0,0,0,1,0.04,0,0,0,0,1,0.04,0,0,1,0.04,1,0.04,2,0.08,2,0.08,0,0,4,0.17,0,0,0,0,1,0.04,0,0,5,0.21,0,0,0,0,4,0.17,2,0.08,2,0.08,2,0.08,2,0.08,2,0.08,1,0.04,1,0.04
長野県,161,3.04,2,0.04,9,0.17,2,0.04,5,0.09,4,0.07,1,0.02,2,0.04,1,0.02,5,0.09,1,0.02,4,0.08,3,0.06,1,0.02,3,0.06,5,0.09,2,0.04,3,0.06,3,0.06,8,0.15,8,0.15,10,0.19,7,0.13,9,0.17,10,0.19,11,0.2,11,0.2,8,0.15,12,0.23,7,0.13,0,0,4,0.07
岐阜県,67,1.29,0,0,1,0.02,0,0,1,0.02,0,0,1,0.02,1,0.02,1,0.02,0,0,0,0,2,0.04,3,0.06,3,0.06,4,0.08,2,0.04,1,0.02,2,0.04,2,0.04,1,0.02,7,0.13,0,0,4,0.08,3,0.06,3,0.06,4,0.08,5,0.09,4,0.08,3,0.06,2,0.04,4,0.08,3,0.06
静岡県,200,2.27,13,0.15,5,0.06,7,0.08,5,0.06,9,0.1,3,0.03,5,0.06,6,0.07,5,0.06,3,0.03,6,0.07,5,0.06,7,0.08,2,0.02,8,0.09,8,0.09,5,0.06,5,0.06,15,0.17,5,0.06,10,0.11,6,0.07,6,0.07,10,0.11,5,0.06,10,0.11,4,0.04,5,0.06,6,0.07,2,0.02,9,0.1
愛知県,337,1.85,12,0.07,9,0.05,11,0.06,5,0.03,6,0.03,13,0.07,20,0.11,10,0.05,9,0.05,7,0.04,4,0.02,13,0.07,12,0.07,6,0.03,12,0.07,16,0.09,14,0.08,11,0.06,11,0.06,12,0.07,9,0.05,11,0.06,9,0.05,14,0.08,8,0.04,15,0.08,20,0.11,8,0.04,10,0.05,12,0.07,8,0.04
三重県,167,3.8,6,0.13,1,0.02,7,0.16,5,0.11,4,0.09,1,0.02,3,0.07,3,0.07,3,0.07,2,0.04,4,0.09,2,0.04,10,0.22,6,0.13,12,0.27,8,0.18,5,0.11,6,0.13,7,0.16,3,0.07,3,0.07,7,0.16,9,0.2,6,0.13,8,0.18,9,0.2,9,0.2,4,0.09,3,0.07,3,0.07,8,0.18
滋賀県,218,6.23,3,0.08,3,0.08,5,0.14,2,0.06,4,0.11,3,0.08,8,0.22,3,0.08,4,0.11,2,0.06,3,0.08,4,0.11,0,0,3,0.09,3,0.08,7,0.19,8,0.22,5,0.15,20,0.56,9,0.25,15,0.42,13,0.36,15,0.42,24,0.67,10,0.28,3,0.08,14,0.39,11,0.31,7,0.19,3,0.08,4,0.11
京都府,233,3.07,15,0.2,18,0.24,11,0.14,8,0.11,6,0.08,3,0.04,6,0.08,2,0.03,8,0.11,5,0.07,4,0.05,11,0.15,3,0.04,10,0.13,8,0.11,12,0.16,4,0.05,8,0.11,8,0.11,6,0.08,6,0.08,9,0.12,12,0.16,12,0.16,5,0.06,4,0.05,11,0.14,5,0.06,5,0.06,5,0.06,3,0.04
大阪府,526,2.73,22,0.11,22,0.11,18,0.09,16,0.08,16,0.08,10,0.05,9,0.05,6,0.03,11,0.06,6,0.03,12,0.06,9,0.05,14,0.07,13,0.07,19,0.1,25,0.13,13,0.07,17,0.09,11,0.06,13,0.07,16,0.08,12,0.06,17,0.09,18,0.09,26,0.14,23,0.12,31,0.16,31,0.16,31,0.16,19,0.1,20,0.1
兵庫県,358,2.8,11,0.08,7,0.05,6,0.05,18,0.14,6,0.05,10,0.08,9,0.07,8,0.06,7,0.05,4,0.03,9,0.07,8,0.06,4,0.03,20,0.16,10,0.08,18,0.14,18,0.14,9,0.07,11,0.09,15,0.12,13,0.1,12,0.09,11,0.09,11,0.09,22,0.17,9,0.07,12,0.09,10,0.08,21,0.16,18,0.14,11,0.09
奈良県,79,2.32,1,0.03,3,0.09,2,0.06,1,0.03,3,0.09,2,0.06,2,0.06,1,0.03,1,0.03,1,0.03,3,0.09,2,0.06,3,0.09,1,0.03,2,0.06,1,0.03,0,0,0,0,0,0,0,0,3,0.09,0,0,3,0.09,9,0.26,6,0.18,3,0.09,7,0.21,2,0.06,8,0.24,2,0.06,7,0.21
和歌山県,55,1.83,0,0,1,0.03,2,0.07,4,0.13,3,0.1,0,0,5,0.17,2,0.07,1,0.03,1,0.03,0,0,3,0.1,1,0.03,3,0.1,0,0,1,0.03,2,0.07,2,0.07,2,0.07,2,0.07,0,0,0,0,3,0.1,1,0.03,4,0.13,1,0.03,1,0.03,4,0.13,2,0.07,3,0.1,1,0.03
鳥取県,26,1.37,1,0.05,1,0.05,0,0,0,0,1,0.05,1,0.05,1,0.05,3,0.16,0,0,0,0,2,0.11,2,0.11,0,0,0,0,0,0,1,0.05,0,0,0,0,3,0.16,1,0.05,0,0,1,0.05,1,0.05,0,0,0,0,1,0.05,0,0,1,0.05,1,0.05,1,0.05,3,0.16
島根県,68,2.96,1,0.04,3,0.13,4,0.17,4,0.17,1,0.04,2,0.09,2,0.09,2,0.09,1,0.04,4,0.17,7,0.3,1,0.04,3,0.13,4,0.17,4,0.17,0,0,3,0.13,3,0.13,1,0.04,2,0.09,0,0,1,0.04,1,0.04,1,0.04,5,0.22,1,0.04,2,0.09,1,0.04,1,0.04,1,0.04,2,0.09
岡山県,124,2.3,6,0.11,5,0.09,6,0.11,3,0.06,3,0.06,1,0.02,3,0.06,2,0.04,1,0.02,4,0.07,2,0.04,1,0.02,4,0.07,2,0.04,2,0.04,5,0.09,8,0.15,8,0.15,4,0.07,5,0.09,8,0.15,7,0.13,8,0.15,5,0.09,3,0.06,2,0.04,1,0.02,6,0.11,2,0.04,2,0.04,5,0.09
広島県,157,2.21,4,0.06,4,0.06,4,0.06,2,0.03,6,0.08,4,0.06,2,0.03,3,0.04,2,0.03,2,0.03,5,0.07,5,0.07,7,0.1,10,0.14,1,0.01,2,0.03,3,0.04,2,0.03,10,0.14,8,0.11,9,0.13,8,0.11,13,0.18,5,0.07,3,0.04,6,0.09,7,0.1,3,0.04,8,0.11,7,0.1,2,0.03
山口県,103,2.4,1,0.02,2,0.04,1,0.02,1,0.02,7,0.16,0,0,3,0.07,2,0.04,0,0,3,0.07,4,0.09,2,0.04,2,0.04,4,0.09,3,0.07,7,0.16,3,0.07,3,0.07,9,0.21,2,0.05,19,0.44,3,0.07,3,0.07,3,0.07,3,0.07,1,0.02,1,0.02,0,0,5,0.12,4,0.09,2,0.05
徳島県,43,1.87,1,0.04,6,0.26,1,0.04,1,0.04,0,0,3,0.13,0,0,2,0.09,1,0.04,2,0.09,1,0.04,0,0,0,0,2,0.09,0,0,0,0,3,0.13,3,0.13,3,0.13,4,0.17,4,0.17,2,0.09,0,0,0,0,0,0,0,0,0,0,0,0,2,0.09,1,0.04,1,0.04
香川県,61,2.18,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0,6,0.21,1,0.04,1,0.04,2,0.07,0,0,2,0.07,1,0.04,2,0.07,3,0.11,4,0.14,2,0.07,5,0.18,0,0,2,0.07,3,0.11,4,0.14,2,0.07,2,0.07,2,0.07,0,0,1,0.04,2,0.07,2,0.07,6,0.21,3,0.11
愛媛県,75,2.08,1,0.03,2,0.05,0,0,4,0.11,1,0.03,1,0.03,1,0.03,2,0.05,1,0.03,4,0.11,0,0,4,0.11,1,0.03,0,0,1,0.03,2,0.05,8,0.22,1,0.03,3,0.08,2,0.05,7,0.19,0,0,5,0.14,4,0.11,2,0.05,5,0.14,1,0.03,2,0.05,1,0.03,6,0.16,3,0.08
高知県,81,3.12,1,0.04,2,0.07,2,0.07,1,0.04,1,0.04,1,0.04,2,0.07,0,0,1,0.04,0,0,3,0.11,2,0.07,1,0.04,0,0,5,0.19,2,0.07,0,0,5,0.19,2,0.08,4,0.15,0,0,3,0.12,5,0.19,2,0.08,6,0.23,6,0.23,4,0.15,8,0.31,4,0.15,3,0.12,5,0.19
福岡県,419,3.49,8,0.07,15,0.13,12,0.1,15,0.13,8,0.07,12,0.1,13,0.11,17,0.14,9,0.08,17,0.14,10,0.08,9,0.08,7,0.06,13,0.11,11,0.09,17,0.14,15,0.13,9,0.08,19,0.16,9,0.08,19,0.16,10,0.08,17,0.14,10,0.08,20,0.17,12,0.1,15,0.13,14,0.12,10,0.08,23,0.19,24,0.2
佐賀県,37,1.61,0,0,1,0.04,1,0.04,1,0.04,0,0,0,0,1,0.04,1,0.04,0,0,3,0.13,0,0,1,0.04,1,0.04,2,0.09,2,0.09,1,0.04,1,0.04,0,0,1,0.04,3,0.13,1,0.04,0,0,5,0.22,0,0,2,0.09,0,0,1,0.04,0,0,6,0.26,0,0,2,0.09
長崎県,123,2.8,11,0.25,6,0.14,4,0.09,2,0.05,3,0.07,3,0.07,7,0.16,2,0.05,4,0.09,0,0,4,0.09,3,0.07,5,0.11,5,0.11,12,0.27,2,0.05,2,0.05,2,0.05,4,0.09,3,0.07,0,0,5,0.11,7,0.16,2,0.05,3,0.07,0,0,7,0.16,8,0.18,4,0.09,2,0.05,1,0.02
熊本県,130,2.65,3,0.06,6,0.12,3,0.06,3,0.06,2,0.04,7,0.14,4,0.08,2,0.04,1,0.02,4,0.08,4,0.08,4,0.08,2,0.04,2,0.04,1,0.02,6,0.13,3,0.06,2,0.04,7,0.14,3,0.06,7,0.14,4,0.08,8,0.16,1,0.02,0,0,1,0.02,8,0.16,6,0.12,13,0.26,4,0.08,9,0.18
大分県,196,5.44,2,0.06,2,0.06,3,0.08,0,0,4,0.11,3,0.08,2,0.06,1,0.03,5,0.14,2,0.06,4,0.11,12,0.33,8,0.22,6,0.17,4,0.11,4,0.11,13,0.36,7,0.19,12,0.33,6,0.17,19,0.53,5,0.14,7,0.19,22,0.61,9,0.25,11,0.31,2,0.06,4,0.11,5,0.14,2,0.06,10,0.28
宮崎県,112,3.2,3,0.08,3,0.08,3,0.09,3,0.08,1,0.03,4,0.11,1,0.03,5,0.14,3,0.08,4,0.11,2,0.06,2,0.06,14,0.39,7,0.19,5,0.14,6,0.17,3,0.09,3,0.08,0,0,4,0.11,3,0.08,2,0.06,4,0.11,1,0.03,3,0.08,1,0.03,2,0.06,4,0.11,7,0.19,4,0.11,5,0.14
鹿児島県,132,2.49,3,0.06,5,0.09,8,0.15,1,0.02,6,0.11,0,0,1,0.02,6,0.11,1,0.02,2,0.04,3,0.06,0,0,2,0.04,4,0.08,5,0.09,3,0.06,7,0.13,3,0.06,8,0.15,19,0.36,7,0.13,7,0.13,4,0.08,7,0.13,3,0.06,4,0.08,3,0.06,1,0.02,5,0.09,2,0.04,2,0.04
